name,description,price,barcode,available_items,category,brand
TITANIUM DIOXIDE,"Dilation of Left Basilic Vein, Open Approach",115,229718191-4,8,CLARINS MEN UV Protection SPF 40,Laboratoires Clarins S.A
LIDOCAINE,"Revision of Other Device in Head, External Approach",40,160858468-2,10,Bikini Zone Medicated,"CCA Industries, Inc."
Simvastatin,"Repair Sacral Plexus, Percutaneous Endoscopic Approach",284,400478348-8,3,Simvastatin,"Blu Pharmaceuticals, LLC"
Calcipotriene,"Dilate L Popl Art w Drug-elut Intra, Drug Blln, Open",712,527865346-9,2,Dovonex,"Physicians Total Care, Inc."
ondansetron,"Repair Parathyroid Gland, Percutaneous Endoscopic Approach",834,884809547-X,5,Ondansetron,Mylan Institutional Inc.
labetalol hydrochloride,"Insert Intralum Dev in R Post Tib Art, Perc Endo",134,442888163-0,10,Trandate,Prometheus Laboratories Inc.
Ampicillin Sodium and Sulbactam Sodium,"Wound Mgmt Trmt Integu Head, Neck w Physical Agent",227,116974601-2,10,Ampicillin and Sulbactam,AuroMedics Pharma LLC
Nigrospora sphaerica,"Alteration of R Ext Ear with Nonaut Sub, Perc Approach",772,620172910-0,5,Nigrospora sphaerica,"Nelco Laboratories, Inc."
Potassium Chloride,"Repair Left Hand Artery, Percutaneous Endoscopic Approach",491,144700041-2,5,Klor-Con,"Upsher-Smith Laboratories, Inc."
Testosterone,"Drainage of Hypoglossal Nerve, Open Approach",99,793396295-5,2,Testosterone,Zoe Processing
Octinoxate and Titanium dioxide,"Occlusion of L Post Tib Art, Perc Endo Approach",347,078614392-4,9,CLE DE PEAU BEAUTE,"SHISEIDO CO., LTD."
"camphor, eucalyptus oil, menthol natural",Exercise Treatment of GU Sys using Aerobic Equipment,671,370336016-X,9,Mentholatum for Kids,The Mentholatum Company
ACETAMINOPHEN,"Repair Left Ankle Bursa and Ligament, Percutaneous Approach",640,236255951-3,2,Mapap,Aidarex Pharmaceuticals LLC
loperamide hydrochloride,"Control Bleeding in Respiratory Tract, Perc Endo Approach",683,170627702-4,7,Loperamide Hydrochloride,"Aphena Pharma Solutions - Tennessee, LLC"
Spironolactone,"Destruction of Left Hip Muscle, Open Approach",936,951926889-8,10,Spironolactone,Actavis Elizabeth LLC
modafinil,"Insertion of Intralum Dev into R Innom Vein, Perc Approach",37,171567642-4,10,PROVIGIL,"Cephalon, Inc."
Hydromorphone Hydrochloride,"Extraction of Nasal Septum, Percutaneous Approach",555,664803280-4,1,EXALGO,Lake Erie Medical DBA Quality Care Products LLC
Lime,"Bypass Stomach to Duodenum, Open Approach",138,000478188-0,5,Lime,"Nelco Laboratories, Inc."
"Acetaminophen, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride","Dilation of L Popl Art with 2 Intralum Dev, Perc Approach",866,866575217-X,8,Daytime Cold and Flu Relief,Family Dollar (FAMILY WELLNESS)
Bumetanide,"Revision of Nonaut Sub in R Toe Phalanx Jt, Open Approach",659,793321899-7,10,Bumetanide,Aidarex Pharmaceuticals LLC
OXYGEN,"Drainage of Left Parotid Gland with Drain Dev, Perc Approach",144,074729314-7,2,OXYGEN,Acetylene Oxygen Company
GALPHIMIA GLAUCA FLOWERING TOP and HISTAMINE DIHYDROCHLORIDE and LUFFA OPERCULATA FRUIT and SULFUR,"Division of R Trunk Bursa/Lig, Perc Endo Approach",925,036902928-3,4,Luffeel,Heel Inc
Nystatin and Triamcinolone Acetonide,"Dilate R Brach Art w 3 Intralum Dev, Perc Endo",337,788230659-2,1,Nystatin and Triamcinolone Acetonide,A-S Medication Solutions LLC
ziprasidone hydrochloride,"Removal of Drainage Device from Right Breast, Perc Approach",956,006367704-0,8,Geodon,Roerig
Benzocaine,"Excision of Right Temporal Bone, Perc Endo Approach",563,233459216-1,5,Orajel for Cold Sores,"Church & Dwight Co., Inc."
Methylphenidate Hydrochloride,"Replacement of Inf Vena Cava with Nonaut Sub, Open Approach",463,605182548-7,10,Methylphenidate Hydrochloride,Teva Pharmaceuticals USA Inc
SALICYLIC ACID,"Bypass Jejunum to Transverse Colon with Synth Sub, Endo",689,375557433-0,1,PHOTO FINISH MORE THAN PRIMER BLEMISH CONTROL,"SMASHBOX BEAUTY COSMETICS, INC"
"Vitamin A, Ascorbic Acid, Vitamin D, .Alpha.-Tocopherol, Thiamine Mononitrate, Riboflavin, Niacin, Pyridoxine Hydrochloride, Folic Acid, Cyanocobalamin, Calcium, and Iron","Bypass Inf Mesent Vein to Low Vein w Synth Sub, Open",234,582374977-5,7,Vitafol,"Everett Laboratories, Inc."
Lidocaine HCl and Hydrocortisone Acetate,"Supplement Atrial Septum with Synth Sub, Perc Endo Approach",851,762058916-3,8,Lidocaine HCl - Hydrocortisone Acetate,PureTek Corporation
ACETAMINOPHEN and PHENYLEPHRINE HYDROCHLORIDE,"Insertion of Monitoring Device into Ileum, Perc Approach",923,319607650-4,8,"Acetaminophen, Phenylephrine Hydrochloride","AAA Pharmaceutical, Inc."
OXYGEN,"Reposition Right External Carotid Artery, Perc Approach",362,151070871-5,8,OXYGEN,Richmond Oxygen Company Inc.
risperidone,"Resection of Bilateral Spermatic Cords, Open Approach",111,105153172-1,5,Risperidone,Bryant Ranch Prepack
Prednisone,"Bypass R Ext Iliac Art to L Int Ilia w Autol Vn, Perc Endo",461,077329340-X,2,Prednisone,West-Ward Pharmaceutical Corp
Promethazine Hydrochloride,"ROM/Jt Integrity Assess Musculosk Head, Neck w Oth Equip",555,575530462-9,8,Promethazine Hydrochloride,"Physicians Total Care, Inc."
"CALENDULA OFFICINALIS FLOWERING TOP, PHYTOLACCA AMERICANA ROOT, and THUJA OCCIDENTALIS LEAFY TWIG",Removal of Pressure Dressing on Right Thumb,174,606768923-5,8,Wart Control,Forces of Nature
Risperidone,"Division of Esophagogastric Junction, Perc Endo Approach",59,085065144-1,10,Risperidone,Sun Pharmaceutical Industries Limited
Levetiracetam,"Removal of Drain Dev from Up Intest Tract, Perc Approach",116,462385394-2,10,Levetiracetam,Atlantic Biologicals Corps
Ambrosia ambrosioides,"Supplement Left Face Vein with Synth Sub, Open Approach",645,858231708-5,3,Canyon Ragweed Pollen,"Allermed Laboratories, Inc."
"Neomycin, Polymyxin B Sulfates and Hydrocortisone",Fluoroscopy of Right Renal Vein using High Osmolar Contrast,633,518326931-9,4,"Neomycin, Polymyxin B Sulfates and Hydrocortisone","Physicians Total Care, Inc."
peginterferon alfa-2a,Plain Radiography of Right Testicle using L Osm Contrast,782,082978292-3,8,Pegasys,"Genentech, Inc."
Fluconazole,"Mouth and Throat, Reposition",565,601992620-6,9,Fluconazole,"IVAX Pharmaceuticals, Inc."
SOYBEAN OIL,"Repair Bladder, Open Approach",215,655661185-9,1,Intralipid,Baxter Healthcare Corporation
Cocklebur,"Bypass 2 Cor Art from L Int Mammary w Nonaut Sub, Open",276,300371665-4,7,Cocklebur,"Antigen Laboratories, Inc."
flounder,"Extirpate matter from R Temporal Art, Bifurc, Open",582,580703488-0,8,FLOUNDER,"Allergy Laboratories, Inc."
Goose Feathers,"Supplement L Up Leg Muscle with Autol Sub, Open Approach",728,408314485-8,6,Goose Feathers,"Nelco Laboratories, Inc."
"Avobenzone, Homosalate, Octisalate, Octocrylene, and Oxybenzone","Dilation of R Foot Art with Drug-elut Intra, Perc Approach",114,895077113-6,3,Neutrogena Clinical Lifting Wrinkle Treatment System,Neutrogena Corporation
sulfasalazine,"Removal of Infusion Device from Spleen, Perc Endo Approach",601,492603475-1,9,Sulfasalazine,"PD-Rx Pharmaceuticals, Inc."
"Echinacea Angustifolia, Ledum Palustre Twig, Urtica Dioica,","Drainage of Right Finger Phalanx, Percutaneous Approach",304,215946397-3,7,Ssssting Stop,Natures Way Holding Co.
PANTOPRAZOLE SODIUM,"Transfer Left Neck Muscle, Percutaneous Endoscopic Approach",537,255882964-5,2,PANTOPRAZOLE SODIUM,American Health Packaging
ETHYL ALCOHOL,"Reposition Left Metatarsal-Tarsal Joint, Perc Approach",796,591491792-1,3,INSTANT HAND SANITIZER,HEB
NITROUS OXIDE,"Insertion of Int Fix into R Palatine Bone, Perc Approach",484,873331897-2,4,NITROUS OXIDE,Argyle Welding Supply Co. Inc.
Octinoxate and Titanium dioxide,"Central Nervous System, Division",370,160726691-1,3,Giorgio Armani Designer Shaping Foundation Broad Spectrum SPF 20 Sunscreen,L'Oreal USA Products Inc
Bisacodyl,"Excision of Right Ankle Joint, Open Approach",235,890396670-8,8,WOMENS LAXATIVE,TARGET Corporation
Torsemide,"Repair Perineum Tendon, Open Approach",778,452212620-4,2,Torsemide,"Pliva, Inc"
Adenosine 0.04%,"Fusion of R Temporomandib Jt with Synth Sub, Perc Approach",818,372839080-1,7,Capture Hyaluronic Ampoule,"Carver Korea Co.,Ltd"
Clonazepam,"Transfer Oculomotor Nerve to Oculomotor Nerve, Open Approach",36,912236703-9,9,Klonopin,"Genentech, Inc."
Bumetanide,"Supplement Left Thorax Muscle with Autol Sub, Open Approach",915,539686986-0,7,Bumetanide,Mylan Institutional Inc.
Famotidine,"Occlusion of Left Hand Vein with Intralum Dev, Open Approach",482,029956494-0,5,Famotidine,"Novel Laboratories, Inc."
CICLOPIROX,"Supplement Pulmonary Trunk with Synth Sub, Open Approach",869,995905712-7,9,CICLOPIROX,"Paddock Laboratories, Inc."
Diphenhydramine HCl,"Drainage of Right Foot Tendon with Drain Dev, Open Approach",850,405018754-X,8,Nighttime Allergy Relief,"MEIJER, INC."
Levothyroxine sodium,Planar Nucl Med Imag of Up Extrem using Iodine 131,990,844496232-5,10,Levothyroxine sodium,Aidarex Pharmaceuticals LLC
ALDESLEUKIN - EVERLASTING EXTRACT - FOMITOPSIS PINICOLA FRUITING BODY - INTERFERON GAMMA-1B - MELATONIN - METENKEFALIN - REISHI - RICE - SEROTONIN - SOYBEAN - SUS SCROFA BLOOD - SUS SCROFA SMALL INTES,"Destruction of Left Middle Ear, Open Approach",468,219238215-4,4,GUNA-VIRUS,Guna spa
Olanzapine,"Replace Thor Aorta Desc w Nonaut Sub, Perc Endo",958,374989806-5,1,Olanzapine,Clinical Solutions Wholesale
Pamidronate Disodium,"Dilation of L Fem Art with 4+ Intralum Dev, Perc Approach",137,274161922-0,7,Pamidronate Disodium,Mylan Institutional LLC
Diltiazem Hydrochloride,"Restrict of L Fem Art with Extralum Dev, Perc Endo Approach",176,885022329-3,4,Cardizem LA,Valeant Pharmaceuticals North America LLC
OXAPROZIN,ROM & Jt Mobility Trmt Integu Up Back/UE w Oth Equip,891,159755459-6,7,OXAPROZIN,STAT RX USA LLC
TAZOBACTAM SODIUM and PIPERACILLIN SODIUM,"Extraction of Perineum Skin, External Approach",965,419927593-2,5,Zosyn,"Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc."
cetirizine hydrochloride,"Revision of Autol Sub in R Metatarsotars Jt, Open Approach",242,031888337-6,6,Cetirizine Hydrochloride,Mylan Pharmaceuticals Inc.
Glyburide and Metformin Hydrochloride,"Repair Minor Salivary Gland, Percutaneous Approach",523,746261847-8,9,Glyburide and Metformin Hydrochloride,Teva Pharmaceuticals USA Inc
"Dextromethorphan HBr, Guaifenesin",Ultrasonography of Heart with Aorta,317,016404562-7,10,good sense day time,L Perrigo Company
Ursodiol,"Revision of Drain Dev in Low Bursa/Lig, Extern Approach",932,299782027-8,7,Ursodiol,"Lannett Company, Inc."
Ethyl Alcohol,"Replace of R Thumb Phalanx with Nonaut Sub, Open Approach",670,801069687-0,1,Lucky Instant Hand Sanitizer with Vitamin E and Moisturizers,Delta Brands Inc
eucalyptus globulus,"Insert Bone Condct Hear Dev in L Inner Ear, Perc",985,548576921-7,5,Quit Nits Preventative,Wild Child W A Pty Ltd
"Polymyxin B Sulfate, Bacitracin Zinc, Neomycin Sulfate, Pramoxine HCl","Removal of Int Fix from L Tarsal, Extern Approach",459,892042829-8,5,Triple Antibiotic Plus,"G&W Laboratories, Inc."
GABAPENTIN,"Insertion of Int Fix into Sternum, Perc Endo Approach",855,937217698-2,1,GABAPENTIN,STAT RX USA LLC
oxycodone hydrochloride,"Insertion of Tissue Expander into Left Breast, Endo",250,383320196-7,5,OXYCODONE HYDROCHLORIDE,"Dispensing Solutions, Inc."
Magnesium Citrate,"Dilate R Ulnar Art, Bifurc, w 2 Intralum Dev, Open",278,512093845-0,7,Magnesium Citrate,Kinray Inc
Sertraline Hydrochloride,"Bypass L Vas Deferens to L Epidid w Nonaut Sub, Open",722,769433796-6,2,Sertraline Hydrochloride,Cardinal Health
triamcinolone acetonide,"Revision of Int Fix in L Fibula, Extern Approach",509,146201765-7,3,Triamcinolone Acetonide,"Preferred Pharmaceuticals, Inc"
TOXICODENDRON RADICANS LEAF,"Extirpation of Matter from Jejunum, Open Approach",308,743491471-8,3,Rhus Tox Kit Refill,Washington Homeopathic Products
Lamotrigine,"Drainage of R Up Extrem with Drain Dev, Perc Endo Approach",243,046837883-9,5,Lamotrigine,REMEDYREPACK INC.
"Acetaminophen, Caffeine and Pyrilamine maleate","Revision of Nonaut Sub in R Clavicle, Extern Approach",505,713229728-7,4,Menstrual Relief,"Stephen L. LaFrance Pharmacy, Inc."
Escitalopram,"Release Left Brachial Artery, Perc Endo Approach",39,542862126-5,8,Escitalopram,Rebel Distributors Corp
Ceftriaxone,"Dilate of R Com Iliac Vein with Intralum Dev, Perc Approach",77,579163490-0,3,Ceftriaxone,"APP Pharmaceuticals , LLC"
"dimethicone, octinoxate, oxybenzone","Removal of Drain Dev from L Acromioclav Jt, Open Approach",819,043789308-1,9,Softlips Intense Moisture Berry Mint,The Mentholatum Company
Fluoxetine Hydrochloride,"Removal of Ext Fix from R Ankle Jt, Perc Endo Approach",791,250954524-8,10,Fluoxetine,American Health Packaging
"Octinoxate, Octisalate, and Oxybenzone","Repair Common Bile Duct, Open Approach",794,467413065-4,2,ReCreate Foundation,Tarte Inc
Camphor Menthol Methyl Salicylate,"Insert of Hybrid Ext Fix into L Femur Shaft, Perc Approach",920,032332582-3,8,ZIHUA EMBROCATION,Hong Kong Zihua Pharmaceutical Ltd.
Chlorpheniramine Maleate,"Restriction of Right Face Vein, Percutaneous Approach",113,087026000-6,1,careone allergy relief,American Sales Company
Ibuprofen,"Release Right Upper Femur, Percutaneous Endoscopic Approach",714,998368229-X,7,Ibuprofen,Polygen Pharmaceuticals LLC
Dantrolene Sodium,"Replacement of L Low Femur with Autol Sub, Open Approach",275,271169758-4,10,Dantrolene Sodium,"Global Pharmaceuticals, Division of Impax Laboratories Inc."
Groundsel,"Transfuse of Embr Stem Cell into Periph Vein, Open Approach",903,528561751-0,7,Groundsel,"Nelco Laboratories, Inc."
"dextromethorphan HBr, guaifenesin, phenylephrine HCl","Skin and Breast, Drainage",226,864550711-0,6,Tussin CF,CVS Pharmacy
SELENIUM SULFIDE,"Insertion of Epiret Prosth into R Eye, Open Approach",209,066383572-0,3,EQUATE,WAL-MART STORES INC
Probenecid,"Extirpation of Matter from Left Orbit, Percutaneous Approach",451,396090646-3,9,Probenecid,"Lannett Company, Inc."
ARMODAFINIL,"Drainage of L Ankle Bursa/Lig, Open Approach, Diagn",62,167218534-3,10,Nuvigil,KAISER FOUNDATION HOSPITALS
SODIUM MONOFLUOROPHOSPHATE,"Measurement of POC, Cardiac Electr Activity, Via Opening",69,927265208-1,7,FIREFLY AntiCavity Fluoride,"Dr. Fresh, Inc."
BISMUTH SUBSALICYLATE,"Excision of Left Ankle Region, Percutaneous Approach",244,111323998-0,5,Peptic Relief,Kroger
"Hydroquinone, Ethylhexyl Methoxycinnamate","Removal of Synthetic Substitute from Testis, Open Approach",189,333745631-6,9,Total White Brightening,YZY Inc
"Polyethylene glycol 400, Propylene glycol","Reposition Left Hip Tendon, Open Approach",557,071566740-8,5,SoundBody Long Lasting Lubricant,United Exchange Corp.
Lisinopril,"Dilate R Thyroid Art, Bifurc, w 2 Drug-elut, Open",12,759864673-2,9,Lisinopril,"IVAX Pharmaceuticals, Inc."
"Adenosinum cyclophosphoricum, Adrenalinum, Adrenocorticotrophin, Agraphis nutans, Allium cepa, Collinsonia canadensis, Cortisone aceticum, Euphrasia officinalis, Galphimia glauca, Histaminum hydrochloricum, Kali muriaticum, Mucosa nasalis suis, Natrum muriaticum, RNA, Rumex crispus, Sabadilla, Salvia officinalis, Tanacetum vulgare, Trifolium pratense, Vinca minor","Revision of Synth Sub in Fallopian Tube, Perc Endo Approach",401,773840876-6,8,Regional Allergies Northeastern US,"King Bio Inc,"
Cyclophosphamide,"Destruction of Left Temporal Bone, Perc Endo Approach",128,604586467-0,2,Cyclophosphamide,"Roxane Laboratories, Inc."
Salicylic Acid,"Dilation of Right External Iliac Vein, Percutaneous Approach",845,152935525-7,8,Neutrogena Oil Free Acne Stress Control,Neutrogena Corporation
oxymetazoline hydrochloride,"Bypass Abdominal Aorta to B Com Ilia, Open Approach",924,640573327-0,8,dg health nasal,"Dolgencorp, LLC"
Almond,"Drainage of Lumbosacral Disc, Perc Endo Approach, Diagn",94,614255160-6,3,Almond,"Nelco Laboratories, Inc."
benzethonium chloride and benzocaine,"Supplement L Inguinal Region w Nonaut Sub, Perc Endo",561,571160399-X,8,Your Logo Here Poison Ivy First Aid,"Dixon Investments, Inc."
AZITHROMYCIN,"Occlusion of Left Renal Artery, Open Approach",404,676594080-4,10,AZITHROMYCIN,WOCKHARDT USA LLC.
brimonidine tartrate,"Introduction of Other Thrombolytic into Heart, Open Approach",175,389609525-0,2,Brimonidine Tartrate,"Physicians Total Care, Inc."
valacyclovir hydrochloride,"Removal of Monitoring Device from Trachea, Endo",84,780386550-X,5,Valacyclovir Hydrochloride,Mylan Pharmaceuticals Inc.
PROPRANOLOL HYDROCHLORIDE,"Supplement Right Clavicle with Nonaut Sub, Perc Approach",600,938749067-X,7,PROPRANOLOL HYDROCHLORIDE,Zydus Pharmaceuticals (USA) Inc.
"Capsaicin, Lidocaine, Menthol, and Methyl Salicylate","Reposition Left Mandible, Percutaneous Endoscopic Approach",364,940747926-9,8,LidoPro,Terrain Pharmaceuticals
Pelargonium sidoides,"Supplement Right Tibia with Autol Sub, Open Approach",415,020307114-X,8,Umcka Coldcare Lemon,Nature's Way Holding Co.
Octinoxate and Zinc Oxide,"Restriction of L Colic Art with Intralum Dev, Perc Approach",580,752570546-1,10,05 Moisture Foundation SPF 15,The Body Shop Wake Forest
Viscum Stannum,"Drainage of Left Vas Deferens, Perc Endo Approach",84,984495697-8,5,Viscum Stannum,Uriel Pharmacy Inc.
PHENTERMINE HYDROCHLORIDE,"Removal of Bone Stim from Nasal Bone, Extern Approach",348,145813570-5,10,PHENTERMINE HYDROCHLORIDE,STAT RX USA LLC
Isoniazid,"Revision of Ext Fix in R Metacarpocarp Jt, Open Approach",25,186794040-X,8,Isoniazid,West-ward Pharmaceutical Corp
aliskiren hemifumarate and hydrochlorothiazide,"Supplement Prepuce with Synth Sub, Extern Approach",21,277345827-3,1,Tekturna HCT,Novartis Pharmaceuticals Corporation
TRICLOSAN,"Inspection of Right Toe Phalangeal Joint, Open Approach",896,816843618-0,7,Rite Aid,RITE AID CORPORATION
Amlodipine Besylate,"Inspection of Mouth and Throat, Via Opening",857,194590230-2,1,Amlodipine Besylate,"Unichem Pharmaceuticals (USA), Inc."
Ondansetron hydrochloride,"Insertion of Feeding Device into Stomach, Via Opening",900,974915767-2,3,Ondansetron,Major Pharmaceuticals
ketamine hydrochloride,"Fluoroscopy Bi Renal Art w H Osm Contrast, Laser Intraop",967,134072427-8,8,ketamine hydrochloride,"JHP Pharmaceuticals, LLC"
lamivudine,"Respiratory System, Destruction",329,367352523-9,5,EPIVIR,State of Florida DOH Central Pharmacy
"Eucalyptus Globulus, Myrrha, Olibanum, Romarinus Officinalis","Excision of Right Peroneal Artery, Perc Approach, Diagn",970,956817375-7,1,Frankincense and Myrrh Cold and Flu Prevention,Wise Consumer Products
MAGNESIUM SULFATE HEPTAHYDRATE,"Drainage of C-thor Disc, Open Approach, Diagn",902,438125652-2,1,Magnesium Sulfate,"Hospira, Inc."
Miconazole nitrate,"Supplement Penis with Autol Sub, Extern Approach",940,250680012-3,5,Miconazole 3,CVS Pharmacy
Bismuth Subsalicylate,"Revision of Autol Sub in R Tarsal, Open Approach",465,142062200-5,4,Peptic Relief,Best Choice
TITANIUM DIOXIDE,"Peripheral Nervous System, Extirpation",18,709437664-2,5,PRESCRIPTIVES ALL SKINS MINERAL MAKEUP,PRESCRIPTIVES INC
Acyclovir,Beam Radiation of Nose using Neutrons,688,504636002-0,7,Acyclovir,"Golden State Medical Supply, Inc."
Imipramine Pamoate,"Fusion of L Toe Phalanx Jt with Ext Fix, Open Approach",362,659656877-6,5,Imipramine Pamoate,"Roxane Laboratories, Inc"
NORETHINDRONE AND ETHINYL ESTRADIOL,"Supplement R Low Arm Subcu/Fascia w Synth Sub, Open",112,272594236-5,2,PIRMELLA 1/35,"Lupin Pharmaceuticals, Inc."
tolterodine tartrate,"Occlusion of Hepatic Vein, Open Approach",532,826923351-X,8,Tolterodine Tartrate,Mylan Pharmaceuticals Inc.
BUMETANIDE,"Extraction of POC, Low Cervical, Open Approach",692,687775427-1,3,Bumetanide,"Hospira, Inc."
"Echinacea, Hydrastis canadensis, Lomatium, Acontium Napellus","Bypass Innom Art to R Low Leg Art w Autol Art, Open",613,799369656-9,5,Virustat,Apotheca Company
Haloperidol,"Revise of Nonaut Sub in L Sacroiliac Jt, Perc Endo Approach",242,712214163-2,4,Haldol,"Janssen Pharmaceuticals, Inc."
HYDROMORPHONE HYDROCHLORIDE,"Revision of Synthetic Substitute in Cerv Disc, Perc Approach",83,192954759-5,3,HYDROMORPHONE HYDROCHLORIDE,STAT RX USA LLC
idarubicin hydrochloride,Fluoroscopy of Left Jugular Veins using Other Contrast,886,096720718-5,4,Idarubicin Hydrochloride,"Teva Parenteral Medicines, Inc"
Losartan Potassium,"Revision of VAD in Up Extrem Subcu/Fascia, Open Approach",551,348974930-8,10,Losartan Potassium,"Lupin Pharmaceuticals, Inc."
Milk Whole Cows,"Removal of Hearing Device from R Inner Ear, Open Approach",390,245009920-4,4,COW MILK,"ALK-Abello, Inc."
"METHYL SALICYLATE, MENTHOL, CAPSAICIN","Resection of Epiglottis, Endo",498,309782164-3,3,Medrox,Pharmaceutica North America
